name,country,suburb,repo_id,live_id,tier,dist_m,note
Zhejiang Construction Vocational College Training Field,CN,"Xiaoshan District, Hangzhou",seed-734,seed-734,T1-exact-id,0,
Banana Climbing (Grantral Centre),CN,"Tianhe District, Guangzhou",seed-735,seed-735,T1-exact-id,0,
BoulderDash Climbing Gym (Sijitiandi),CN,"Haizhu District, Guangzhou",seed-736,seed-736,T1-exact-id,0,
Super Extreme Climbing (Liuyuansu Tiyandi),CN,"Haizhu District, Guangzhou",seed-737,seed-737,T1-exact-id,0,
Pulan Sports (Panyu),CN,"Panyu District, Guangzhou",seed-738,seed-738,T1-exact-id,0,
Super Extreme Climbing (Youtuobang Aoti),CN,"Tianhe District, Guangzhou",seed-739,seed-739,T1-exact-id,0,
Super Extreme Climbing (Yonglong Garden East),CN,"Tianhe District, Guangzhou",seed-740,seed-740,T1-exact-id,0,
Mars Climbing Gym (Qiaonanhui),CN,"Panyu District, Guangzhou",seed-741,seed-741,T1-exact-id,0,
Fun Wild Climbing Gym (Baiyun),CN,"Baiyun District, Guangzhou",seed-742,seed-742,T1-exact-id,0,
RockinClimbing,CN,"Nansha District, Guangzhou",seed-743,seed-743,T1-exact-id,0,
Feather Stone Climbing Gym,CN,"Panyu District, Guangzhou",seed-744,seed-744,T1-exact-id,0,
Unfollow Climbing Gym (Haizhu Shixi),CN,"Haizhu District, Guangzhou",seed-745,seed-745,T1-exact-id,0,
Qingtian Climbing (Caofangwei),CN,"Haizhu District, Guangzhou",seed-746,seed-746,T1-exact-id,0,
King Climbing (Baiyun Ezhangtan),CN,"Baiyun District, Guangzhou",seed-747,seed-747,T1-exact-id,0,
Yantu Climbing Gym,CN,"Huadu District, Guangzhou",seed-748,seed-748,T1-exact-id,0,
Flash Climbing Gym,CN,"Haizhu District, Guangzhou",seed-749,seed-749,T1-exact-id,0,
Mars Climbing Gym (Liwan),CN,"Liwan District, Guangzhou",seed-750,seed-750,T1-exact-id,0,
Super Extreme Climbing (SCUT East Campus),CN,"Tianhe District, Guangzhou",seed-751,seed-751,T1-exact-id,0,
Shilin Climbing Club (Feisheng Hui),CN,"Huangpu District, Guangzhou",seed-752,seed-752,T1-exact-id,0,
King Climbing Club (Liwan),CN,"Liwan District, Guangzhou",seed-753,seed-753,T1-exact-id,0,
University Town Sports Center Climbing Field,CN,"Panyu District, Guangzhou",seed-754,seed-754,T1-exact-id,0,
Banana Climbing (Le Shi),CN,"Xiangzhou District, Zhuhai",seed-755,seed-755,T1-exact-id,0,
HOLDZ Climbing Monkey Climbing (Kunshan),CN,"Kunshan, Suzhou",seed-756,seed-756,T1-exact-id,0,
HOLDZ Climbing Monkey Climbing (Wuzhong),CN,"Wuzhong District, Suzhou",seed-757,seed-757,T1-exact-id,0,
Koala Climbing (Wangfujing),CN,Suzhou,seed-758,seed-758,T1-exact-id,0,
Koala Climbing (New District),CN,"Huqiu District, Suzhou",seed-759,seed-759,T1-exact-id,0,
TBW Extreme Sports Center (Kunshan),CN,"Kunshan, Suzhou",seed-760,seed-760,T1-exact-id,0,
Climbing Orangutan (Xinglanhui),CN,"Suzhou Industrial Park, Suzhou",seed-761,seed-761,T1-exact-id,0,
Star Rock Climbing (Gaoxin Culture & Sports Center),CN,"Huqiu District, Suzhou",seed-762,seed-762,T1-exact-id,0,
Star Rock Climbing (Meiluo),CN,Suzhou,seed-763,seed-763,T1-exact-id,0,
Star Rock Climbing (Mudu Youfang),CN,"Wuzhong District, Suzhou",seed-764,seed-764,T1-exact-id,0,
Star Rock Climbing (HSR Wuyue Plaza),CN,"Xiangcheng District, Suzhou",seed-765,seed-765,T1-exact-id,0,
Star Rock Climbing (Suzhou Bay Gulin Park),CN,"Wujiang District, Suzhou",seed-766,seed-766,T1-exact-id,0,
Sports Club & Star Rock Climbing (Yinshan Lake Gulin Park),CN,"Wuzhong District, Suzhou",seed-767,seed-767,T1-exact-id,0,
Liu Changzhong Climbing (Sasseur),CN,"Wujiang District, Suzhou",seed-768,seed-768,T1-exact-id,0,
Liu Changzhong Climbing (Olympic Sports Center),CN,"Suzhou Industrial Park, Suzhou",seed-769,seed-769,T1-exact-id,0,
Liu Changzhong Climbing (Dushu Lake),CN,"Suzhou Industrial Park, Suzhou",seed-770,seed-770,T1-exact-id,0,
Panyue Climbing (Caohu Culture & Sports Center),CN,"Xiangcheng District, Suzhou",seed-771,seed-771,T1-exact-id,0,
Panyue Climbing (Xiangcheng Tianjie),CN,"Xiangcheng District, Suzhou",seed-772,seed-772,T1-exact-id,0,
Panyue Climbing (SIP Xinghu),CN,"Suzhou Industrial Park, Suzhou",seed-773,seed-773,T1-exact-id,0,
Loong Climbing (Jiuguang),CN,Suzhou,seed-774,seed-774,T1-exact-id,0,
Loong Climbing (Suzhou MixC World),CN,"Gusu District, Suzhou",seed-775,seed-775,T1-exact-id,0,
Dianfeng Climbing Gym,CN,Tianjin,seed-776,seed-776,T1-exact-id,0,
Mango Climbing (Binhai Wuyue Plaza),CN,"Binhai New Area, Tianjin",seed-777,seed-777,T1-exact-id,0,
Bolonghu Sports Fitness Center Climbing Gym,CN,"Binhai New Area, Tianjin",seed-778,seed-778,T1-exact-id,0,
Mango Climbing (Ninghe Wuyue Plaza),CN,"Ninghe District, Tianjin",seed-779,seed-779,T1-exact-id,0,
Fengmang Climbing (Gulou New World),CN,"Nankai District, Tianjin",seed-780,seed-780,T1-exact-id,0,
Rockway Climbing (Shuicheng),CN,Tianjin,seed-781,seed-781,T1-exact-id,0,
Xingkong Climbing Gym (Liuyuan),CN,"Beichen District, Tianjin",seed-782,seed-782,T1-exact-id,0,
Fun Wild Climbing (Meijiang Convention Center),CN,"Xiqing District, Tianjin",seed-783,seed-783,T1-exact-id,0,
Mango Climbing (Binhai Jinyu Jiapin),CN,"Binhai New Area, Tianjin",seed-784,seed-784,T1-exact-id,0,
Benpan Climbing Gym,CN,"Nankai District, Tianjin",seed-785,seed-785,T1-exact-id,0,
Tianjin Top Climbing (Hexi),CN,"Hexi District, Tianjin",seed-786,seed-786,T1-exact-id,0,
Tianjin Top Climbing (Huanghe Rd),CN,"Nankai District, Tianjin",seed-787,seed-787,T1-exact-id,0,
Tianjin Over Rock Climbing Gym,CN,"Xiqing District, Tianjin",seed-788,seed-788,T1-exact-id,0,
Tianjin Top Climbing (Ling'ao),CN,"Nankai District, Tianjin",seed-789,seed-789,T1-exact-id,0,
Rockway Climbing (Cuitong Rd),CN,Tianjin,seed-790,seed-790,T1-exact-id,0,
Bashan Tiger Climbing Club,CN,"Nan'an District, Chongqing",seed-791,seed-791,T1-exact-id,0,
Jihuayuan Extreme Sports Center,CN,"Yubei District, Chongqing",seed-792,seed-792,T1-exact-id,0,
Scream Climbing (Guangdian Park),CN,"Yubei District, Chongqing",seed-793,seed-793,T1-exact-id,0,
Black Ram Climbing Gym,CN,"Nan'an District, Chongqing",seed-794,seed-794,T1-exact-id,0,
Zhongti · Bihuwang Climbing Gym,CN,"Jiangbei District, Chongqing",seed-795,seed-795,T1-exact-id,0,
Huoshi Climbing (Provincial Stadium),CN,"Beilin District, Xi'an",seed-796,seed-796,T1-exact-id,0,
Laoshan Climbing Co-creation Club,CN,"Beilin District, Xi'an",seed-797,seed-797,T1-exact-id,0,
Yan13 Climbing Gym,CN,"Yanta District, Xi'an",seed-798,seed-798,T1-exact-id,0,
DC Climbing,CN,"Yanta District, Xi'an",seed-799,seed-799,T1-exact-id,0,
Huoshi Climbing (Rainbow Valley),CN,Xi'an,seed-800,seed-800,T1-exact-id,0,
Lingzhongli Climbing (Taiyicheng),CN,"Beilin District, Xi'an",seed-801,seed-801,T1-exact-id,0,
Duote Climbing (Dazhai Rd),CN,"Yanta District, Xi'an",seed-802,seed-802,T1-exact-id,0,
Muyan Climbing,CN,Xi'an,seed-803,seed-803,T1-exact-id,0,
Jianshan Climbing,CN,Xi'an,seed-804,seed-804,T1-exact-id,0,
Red Point Climbing (Longhu Changle Tianjie),CN,"Xincheng District, Xi'an",seed-805,seed-805,T1-exact-id,0,
Daren Climbing,CN,"Chang'an District, Xi'an",seed-806,seed-806,T1-exact-id,0,
Duote Climbing (Dayuecheng),CN,"Yanta District, Xi'an",seed-807,seed-807,T1-exact-id,0,
Duote Climbing (Minleyuan),CN,Xi'an,seed-808,seed-808,T1-exact-id,0,
Red Point Climbing (Datang West Market),CN,"Lianhu District, Xi'an",seed-809,seed-809,T1-exact-id,0,
Climbing Dream Factory (Lijiacun),CN,"Beilin District, Xi'an",seed-810,seed-810,T1-exact-id,0,
Xi'an Seeyou Climbing Gym,CN,"Yanta District, Xi'an",seed-811,seed-811,T1-exact-id,0,
Xi'an Zebra Climbing,CN,Xi'an,seed-812,seed-812,T1-exact-id,0,
Wopan Xi'an Climbing Gym,CN,Xi'an,seed-813,seed-813,T1-exact-id,0,
Peter Rabbit Climbing (Damao City),CN,Xi'an,seed-814,seed-814,T1-exact-id,0,
Jidao Climbing (Jingang International),CN,"Liangjiang New Area, Chongqing",seed-815,seed-815,T1-exact-id,0,
Pandengxia Kids Climbing (Qijiang Wanda),CN,"Qijiang District, Chongqing",seed-816,seed-816,T1-exact-id,0,
Pandengxia Kids Climbing (Yongchuan),CN,"Yongchuan District, Chongqing",seed-817,seed-817,T1-exact-id,0,
Yichen Climbing (Beibei Wuyue Plaza),CN,"Beibei District, Chongqing",seed-818,seed-818,T1-exact-id,0,
STONE Climbing (Shiqiao Plaza),CN,"Jiulongpo District, Chongqing",seed-819,seed-819,T1-exact-id,0,
Yuyan Climbing (Qibo Center),CN,"Liangjiang New Area, Chongqing",seed-820,seed-820,T1-exact-id,0,
Pandengxia Kids Climbing (Yubei Shuita Yunxuan),CN,"Yubei District, Chongqing",seed-821,seed-821,T1-exact-id,0,
Mengke Climbing,CN,"Nanchuan District, Chongqing",seed-822,seed-822,T1-exact-id,0,
Jidao Climbing (Lanting Xinduhui),CN,"Liangjiang New Area, Chongqing",seed-823,seed-823,T1-exact-id,0,
Jidao Climbing Sports (Dongyuan 1891),CN,"Nan'an District, Chongqing",seed-824,seed-824,T1-exact-id,0,
Kuji Climbing (Tianjiangli),CN,"Liangjiang New Area, Chongqing",seed-825,seed-825,T1-exact-id,0,
Scream Fun Climbing (Times Square),CN,"Yuzhong District, Chongqing",seed-826,seed-826,T1-exact-id,0,
STONE Climbing (Longhu Jinsha Tianjie),CN,"Shapingba District, Chongqing",seed-827,seed-827,T1-exact-id,0,
Pandengxia Kids Climbing (Changshou Kaiyi),CN,"Changshou District, Chongqing",seed-828,seed-828,T1-exact-id,0,
Xinxiang Climbing (Wanxianghui A Hall),CN,"Dadukou District, Chongqing",seed-829,seed-829,T1-exact-id,0,
TNT Climbing (University City),CN,"Shapingba District, Chongqing",seed-830,seed-830,T1-exact-id,0,
Pandengxia Kids Climbing (Shapingba Rongchuangmao),CN,"Shapingba District, Chongqing",seed-831,seed-831,T1-exact-id,0,
Lepan Jungle Climbing (Yinxiangcheng),CN,"Yuzhong District, Chongqing",seed-832,seed-832,T1-exact-id,0,
Chongqing University City Xijie Climbing Field,CN,"Shapingba District, Chongqing",seed-833,seed-833,T1-exact-id,0,
Songshu Climbing,CN,Chongqing,seed-834,seed-834,T1-exact-id,0,
Monkey Hill Bouldering Gym,CN,Chongqing,seed-835,seed-835,T1-exact-id,0,
Lichuan Climbing Gym,CN,Chongqing,seed-836,seed-836,T1-exact-id,0,
Gulang Climbing (Huanlehui),CN,Chongqing,seed-837,seed-837,T1-exact-id,0,
Pandengxia Kids Climbing (Shuangfu Wuyue),CN,Chongqing,seed-838,seed-838,T1-exact-id,0,
Pandengxia Kids Climbing (Liangjiang Xingyueli),CN,"Liangjiang New Area, Chongqing",seed-839,seed-839,T1-exact-id,0,
Hi Pan Climbing (MSG Huixing),CN,Chongqing,seed-840,seed-840,T1-exact-id,0,
Xiao Songshu Climbing,CN,Chongqing,seed-841,seed-841,T1-exact-id,0,
Lepan Jungle Climbing (Yubei),CN,"Yubei District, Chongqing",seed-842,seed-842,T1-exact-id,0,
STONE Climbing Gym (C33),CN,Chongqing,seed-843,seed-843,T1-exact-id,0,
WoodClimbing,CN,Chongqing,seed-844,seed-844,T1-exact-id,0,
Big Rock Climbing (Boulder),CN,Chongqing,seed-845,seed-845,T1-exact-id,0,
MR.B X PARK Extreme Sports (Boulder),CN,"Yuhuatai District, Nanjing",seed-846,seed-846,T1-exact-id,0,
SEEK ROCK CLIMBING (Xinyao Gemdale Plaza),CN,"Qixia District, Nanjing",seed-847,seed-847,T1-exact-id,0,
Blue Whale Climbing (Sun City),CN,"Jiangning District, Nanjing",seed-848,seed-848,T1-exact-id,0,
Blue Whale Climbing (Jiqingmen),CN,"Qinhuai District, Nanjing",seed-849,seed-849,T1-exact-id,0,
Blue Whale Climbing (Hexi Zhongsheng),CN,"Jianye District, Nanjing",seed-850,seed-850,T1-exact-id,0,
Kuanrun Climbing Gym,CN,"Gulou District, Nanjing",seed-851,seed-851,T1-exact-id,0,
MOJO Climbing,CN,"Qinhuai District, Nanjing",seed-852,seed-852,T1-exact-id,0,
Blue Whale Climbing (Yuejie Fantasy City),CN,"Qinhuai District, Nanjing",seed-853,seed-853,T1-exact-id,0,
SEEK ROCK CLIMBING (Jiangbei Yinxianghui),CN,"Pukou District, Nanjing",seed-854,seed-854,T1-exact-id,0,
Outdoor Dream Factory Climbing Center,CN,"Pukou District, Nanjing",seed-855,seed-855,T1-exact-id,0,
Elephant Climbing,CN,Nanjing,seed-856,seed-856,T1-exact-id,0,
Koolah Climbing,CN,Nanjing,seed-857,seed-857,T1-exact-id,0,
Pulse Climbing,CN,Nanjing,seed-858,seed-858,T1-exact-id,0,
SEEK ROCK CLIMBING (Nanyou Plaza/Xianlin),CN,"Qixia District, Nanjing",seed-859,seed-859,T1-exact-id,0,
Big Rock Bond,GB,Milton Keynes,seed-860,seed-860,T1-exact-id,0,
Big Rock Hub,GB,Milton Keynes,seed-861,seed-861,T1-exact-id,0,
Boulder Shack,GB,Southampton,seed-862,seed-862,T1-exact-id,0,
Citybloc,GB,West Yorkshire,seed-863,seed-863,T1-exact-id,0,
Climbing Hut Ellesmere Port,GB,Cheshire West,seed-864,seed-864,T1-exact-id,0,
Climbing Hut Shrewsbury,GB,Shrewsbury,seed-865,seed-865,T1-exact-id,0,
Craggy Island,GB,Surrey,seed-866,seed-866,T1-exact-id,0,
Creation Climbing Centre,GB,West Midlands,seed-867,seed-867,T1-exact-id,0,
CroyWall Climbing Centre,GB,Croydon,seed-868,seed-868,T1-exact-id,0,
Eden Rock Carlisle,GB,Cumbria,seed-869,seed-869,T1-exact-id,0,
Flashpoint Bristol,GB,Bristol,seed-870,seed-870,T1-exact-id,0,
Flashpoint Swindon,GB,Swindon,seed-871,seed-871,T1-exact-id,0,
Golden Gecko,GB,"Winchester, Hampshire",seed-872,seed-872,T1-exact-id,0,
HarroWall Climbing Centre,GB,"Harrow, Greater London",seed-873,seed-873,T1-exact-id,0,
Highball Climbing Centre,GB,"Norwich, Norfolk",seed-874,seed-874,T1-exact-id,0,
Mile End Climbing Wall,GB,Greater London,seed-875,seed-875,T1-exact-id,0,
Newcastle Climbing Centre,GB,Tyne and Wear,seed-876,seed-876,T1-exact-id,0,
Nottingham Climbing Centre,GB,Nottingham,seed-877,seed-877,T1-exact-id,0,
Live For Today Climbing Centre (Formerly Parthian Harrogate),GB,North Yorkshire,seed-878,seed-878,T1-exact-id,0,
Parthian Climbing Manchester,GB,Greater Manchester,seed-879,seed-879,T1-exact-id,0,
Parthian Climbing Reading,GB,Reading,seed-880,seed-880,T1-exact-id,0,
Parthian Climbing Southampton,GB,Hampshire,seed-881,seed-881,T1-exact-id,0,
RavensWall Climbing Centre,GB,Greater London,seed-882,seed-882,T1-exact-id,0,
Red Goat,GB,York,seed-883,seed-883,T1-exact-id,0,
Redpoint Bristol,GB,Bristol,seed-884,seed-884,T1-exact-id,0,
Rhino Boulder,GB,Bromley,seed-885,seed-885,T1-exact-id,0,
Rock Punk,GB,"Norwich, Norfolk",seed-886,seed-886,T1-exact-id,0,
Rockcity Climbing,GB,Kingston upon Thames,seed-887,seed-887,T1-exact-id,0,
ROKT Climbing Gym,GB,West Yorkshire,seed-888,seed-888,T1-exact-id,0,
TCA - The Church,GB,Bristol,seed-889,seed-889,T1-exact-id,0,
TCA - The Mothership,GB,Bristol,seed-890,seed-890,T1-exact-id,0,
The Boulder Bunker,GB,Torbay,seed-891,seed-891,T1-exact-id,0,
The Castle Climbing Centre,GB,"Stoke Newington, Greater London",seed-892,seed-892,T1-exact-id,0,
The Climbing Experience,GB,"Maidstone, Kent",seed-893,seed-893,T1-exact-id,0,
The Climbing Hangar London,GB,Greater London,seed-894,seed-894,T1-exact-id,0,
The Climbing Works,GB,South Yorkshire,seed-895,seed-895,T1-exact-id,0,
The Depot Climbing Centre Manchester,GB,Greater Manchester,seed-896,seed-896,T1-exact-id,0,
The Depot Climbing Centre Nottingham,GB,Nottingham,seed-897,seed-897,T1-exact-id,0,
The Hanger @ Calshot,GB,Hampshire,seed-898,seed-898,T1-exact-id,0,
The Tide Climbing Centre,GB,"Truro, Cornwall",seed-899,seed-899,T1-exact-id,0,
The Weedon Project,GB,Northamptonshire,seed-900,seed-900,T1-exact-id,0,
VauxEast,GB,"Vauxhall, Greater London",seed-901,seed-901,T1-exact-id,0,
VauxWest,GB,"Vauxhall, Greater London",seed-902,seed-902,T1-exact-id,0,
white Spider,GB,Greater London,seed-903,seed-903,T1-exact-id,0,
Yonder,GB,Greater London,seed-904,seed-904,T1-exact-id,0,
Undercover Rock,GB,Bristol,seed-905,seed-905,T1-exact-id,0,
CityBloc,GB,Leeds,seed-906,seed-906,T1-exact-id,0,
The Climbing Lab,GB,Leeds,seed-907,seed-907,T1-exact-id,0,
The Depot Climbing Leeds - Armley,GB,"Armley, Leeds",seed-908,seed-908,T1-exact-id,0,
The Depot Climbing Leeds - Pudsey,GB,"Pudsey, Leeds",seed-909,seed-909,T1-exact-id,0,
Big Depot Leeds,GB,Leeds,seed-910,seed-910,T1-exact-id,0,
The Foundry,GB,Sheffield,seed-911,seed-911,T1-exact-id,0,
Awesome Walls Sheffield,GB,Sheffield,seed-912,seed-912,T1-exact-id,0,
The Climbing Hangar Sheffield,GB,Sheffield,seed-913,seed-913,T1-exact-id,0,
The Depot Climbing Sheffield,GB,Sheffield,seed-914,seed-914,T1-exact-id,0,
Rock Over Climbing,GB,Manchester,seed-915,seed-915,T1-exact-id,0,
Big Depot Manchester,GB,Manchester,seed-916,seed-916,T1-exact-id,0,
BlocHaus,GB,Manchester,seed-917,seed-917,T1-exact-id,0,
Depot Climbing Birmingham,GB,Birmingham,seed-918,seed-918,T1-exact-id,0,
The Climbing Hangar Liverpool - Sandhills,GB,"Sandhills, Liverpool",seed-919,seed-919,T1-exact-id,0,
The Climbing Hangar Liverpool South,GB,Liverpool,seed-920,seed-920,T1-exact-id,0,
Awesome Walls Liverpool,GB,Liverpool,seed-921,seed-921,T1-exact-id,0,
Nottingham Climbing Centre - Basford,GB,"Basford, Nottingham",seed-922,seed-922,T1-exact-id,0,
Eden Rock Newcastle,GB,Newcastle upon Tyne,seed-923,seed-923,T1-exact-id,0,
The Pool - Climb Newcastle,GB,Newcastle upon Tyne,seed-924,seed-924,T1-exact-id,0,
The Valley - Climb Newcastle,GB,Newcastle upon Tyne,seed-925,seed-925,T1-exact-id,0,
Kelsey Kerridge,GB,"Petersfield, Cambridge",seed-926,seed-926,T1-exact-id,0,
Rainbow Rocket North,GB,Cambridge,seed-927,seed-927,T1-exact-id,0,
The Climbing Hangar Reading,GB,Reading,seed-928,seed-928,T1-exact-id,0,
The Climbing Hangar Southampton,GB,Southampton,seed-929,seed-929,T1-exact-id,0,
The Climbing Hangar Exeter,GB,Exeter,seed-930,seed-930,T1-exact-id,0,
Boulder Exe,GB,Exeter,seed-931,seed-931,T1-exact-id,0,
The Climbing Hangar Plymouth,GB,Plymouth,seed-932,seed-932,T1-exact-id,0,
Climb Kent,GB,"Maidstone, Kent",seed-933,seed-933,T1-exact-id,0,
Freeklime,GB,York,seed-934,seed-934,T1-exact-id,0,
3 Wise Monkeys Climbing,GB,"Inverness, Highland",seed-935,seed-935,T1-exact-id,0,
alien rock,GB,Edinburgh,seed-936,seed-936,T1-exact-id,0,
Avertical world,GB,Dundee,seed-937,seed-937,T1-exact-id,0,
Bloc10 Aberdeen,GB,Aberdeen,seed-938,seed-938,T1-exact-id,0,
Bloc10 Dundee,GB,Dundee,seed-939,seed-939,T1-exact-id,0,
Brushworks Climbing,GB,Glasgow,seed-940,seed-940,T1-exact-id,0,
Eden Rock Edinburgh,GB,Midlothian,seed-941,seed-941,T1-exact-id,0,
Edinburgh International Climbing Arena,GB,Edinburgh,seed-942,seed-942,T1-exact-id,0,
Glasgow Climbing Centre,GB,Glasgow,seed-943,seed-943,T1-exact-id,0,
Hang On Climbing Centre,GB,South Lanarkshire,seed-944,seed-944,T1-exact-id,0,
TCA - The Newsroom,GB,Glasgow,seed-945,seed-945,T1-exact-id,0,
TCA - The Prop Store,GB,Glasgow,seed-946,seed-946,T1-exact-id,0,
The Climbing Hangar Edinburgh,GB,Edinburgh,seed-947,seed-947,T1-exact-id,0,
The Ledge,GB,"Inverness, Highland",seed-948,seed-948,T1-exact-id,0,
Alien Bloc,GB,Edinburgh,seed-949,seed-949,T1-exact-id,0,
Transition Extreme,GB,Aberdeen,seed-950,seed-950,T1-exact-id,0,
Beacon Climbing Centre,GB,"Bangor, Gwynedd",seed-951,seed-951,T1-exact-id,0,
Dynamic Rock,GB,Swansea,seed-952,seed-952,T1-exact-id,0,
INDY Climbing Wall,GB,Isle of Anglesey,seed-953,seed-953,T1-exact-id,0,
Overhang Climbing Centre,GB,Carmarthenshire,seed-954,seed-954,T1-exact-id,0,
Spot Climbing Centre,GB,"Pontypridd, Rhondda Cynon Taff",seed-955,seed-955,T1-exact-id,0,
The Boardroom,GB,"Mold, Flintshire",seed-956,seed-956,T1-exact-id,0,
The Hive Swansea,GB,Swansea,seed-957,seed-957,T1-exact-id,0,
Boulder World Belfast,GB,Belfast,seed-958,seed-958,T1-exact-id,0,
45 Grad,DE,Rostock,seed-959,seed-959,T1-exact-id,0,
Alte Ziegelei Boulderhalle Straubing,DE,"Straubing, Niederbayern",seed-960,seed-960,T1-exact-id,0,
Bambule Kletterhalle,DE,"Nürnberg, Mittelfranken",seed-961,seed-961,T1-exact-id,0,
Basement Boulderstudio,DE,Berlin,seed-962,seed-962,T1-exact-id,0,
Bergstation,DE,Düsseldorf,seed-963,seed-963,T1-exact-id,0,
Block Barock,DE,Kassel,seed-964,seed-964,T1-exact-id,0,
BLOCKHAUS FREIBURG,DE,Freiburg,seed-965,seed-965,T1-exact-id,0,
Blockhelden Boulderhalle Bamberg,DE,"Bamberg, Oberfranken",seed-966,seed-966,T1-exact-id,0,
Blockhelden Boulderhalle Erlangen,DE,"Erlangen, Mittelfranken",seed-967,seed-967,T1-exact-id,0,
Blockpark Erfurt,DE,Erfurt,seed-968,seed-968,T1-exact-id,0,
BlocSchmiede,DE,Magdeburg,seed-969,seed-969,T1-exact-id,0,
blocwald,DE,Freiburg,seed-970,seed-970,T1-exact-id,0,
Blöckle Boulderhalle,DE,Tübingen,seed-971,seed-971,T1-exact-id,0,
Boulder Base Bremen,DE,Bremen,seed-972,seed-972,T1-exact-id,0,
Boulder House Rödental,DE,"Rödental, Oberfranken",seed-973,seed-973,T1-exact-id,0,
Boulder-Point,DE,Kaltenkirchen,seed-974,seed-974,T1-exact-id,0,
Bouldercity Dresden,DE,Dresden,seed-975,seed-975,T1-exact-id,0,
boulderdrome,DE,Dresden,seed-976,seed-976,T1-exact-id,0,
Boulderhalle Beta,DE,Hannover,seed-977,seed-977,T1-exact-id,0,
Boulderhalle E4,DE,"Nürnberg, Mittelfranken",seed-978,seed-978,T1-exact-id,0,
Boulderhaus Darmstadt,DE,Darmstadt,seed-979,seed-979,T1-exact-id,0,
Boulderhaus Heidelberg,DE,"Heidelberg, Karlsruhe",seed-980,seed-980,T1-exact-id,0,
Boulderhaus Mannheim,DE,"Mannheim, Karlsruhe",seed-981,seed-981,T1-exact-id,0,
BOULDERkitchen,DE,Freiburg,seed-982,seed-982,T1-exact-id,0,
Boulderlounge Chemnitz,DE,Chemnitz,seed-983,seed-983,T1-exact-id,0,
Boulders Habitat Beuel,DE,"Bonn, Köln",seed-984,seed-984,T1-exact-id,0,
Boulders Habitat Bonn,DE,"Bonn, Köln",seed-985,seed-985,T1-exact-id,0,
Boulderstube,DE,Freiburg,seed-986,seed-986,T1-exact-id,0,
Bouldertreff Illschwang,DE,"Illschwang, Oberpfalz",seed-987,seed-987,T1-exact-id,0,
Boulderwelt Dortmund,DE,"Dortmund, Arnsberg",seed-988,seed-988,T1-exact-id,0,
Boulderwelt Frankfurt,DE,"Frankfurt, Darmstadt",seed-989,seed-989,T1-exact-id,0,
Boulderwelt München Ost,DE,"München, Oberbayern",seed-990,seed-990,T1-exact-id,0,
Boulderwelt Regensburg,DE,"Regensburg, Oberpfalz",seed-991,seed-991,T1-exact-id,0,
Bremerhaven Boulder Club,DE,Bremerhaven,seed-992,seed-992,T1-exact-id,0,
Café Kraft,DE,"Nürnberg, Mittelfranken",seed-993,seed-993,T1-exact-id,0,
Climbing Factory,DE,"Nürnberg, Mittelfranken",seed-994,seed-994,T1-exact-id,0,
DAV Boulderzentrum Erlangen,DE,"Erlangen, Mittelfranken",seed-995,seed-995,T1-exact-id,0,
DAV Kletter Boulder Zentrum Landshut,DE,"Landshut, Niederbayern",seed-996,seed-996,T1-exact-id,0,
DAV Kletter- und Vereinszentrum Erlangen,DE,"Erlangen, Mittelfranken",seed-997,seed-997,T1-exact-id,0,
DAV Kletterzentrum Hersbruck,DE,"Hersbruck, Mittelfranken",seed-998,seed-998,T1-exact-id,0,
DAV Kletterzentrum hiclimb,DE,Hildesheim,seed-999,seed-999,T1-exact-id,0,
DAV Kletterzentrum Regensburg,DE,"Regensburg, Oberpfalz",seed-1000,seed-1000,T1-exact-id,0,
Der Steinbock,DE,"Straubing, Niederbayern",seed-1001,seed-1001,T1-exact-id,0,
Der Steinbock Nürnberg,DE,"Nürnberg, Mittelfranken",seed-1002,seed-1002,T1-exact-id,0,
Der Steinbock Zirndorf,DE,"Zirndorf, Mittelfranken",seed-1003,seed-1003,T1-exact-id,0,
Die Gämse,DE,Wildau,seed-1004,seed-1004,T1-exact-id,0,
Dolomiti-Boulderbox,DE,Tübingen,seed-1005,seed-1005,T1-exact-id,0,
Dynochrom,DE,Darmstadt,seed-1006,seed-1006,T1-exact-id,0,
Eifelblock,DE,Koblenz,seed-1007,seed-1007,T1-exact-id,0,
Einstein Boulderhalle München,DE,"München, Oberbayern",seed-1008,seed-1008,T1-exact-id,0,
Einstein Boulderhalle Ulm,DE,"Ulm, Tübingen",seed-1009,seed-1009,T1-exact-id,0,
Element Boulders Kassel,DE,Kassel,seed-1010,seed-1010,T1-exact-id,0,
eXXpozed climbing,DE,"Augsburg, Schwaben",seed-1011,seed-1011,T1-exact-id,0,
Felshelden,DE,Rostock,seed-1012,seed-1012,T1-exact-id,0,
Fitz Rocks,DE,Landau in der Pfalz,seed-1013,seed-1013,T1-exact-id,0,
FLASHH Hamburg,DE,Hamburg,seed-1014,seed-1014,T1-exact-id,0,
FlensBloc,DE,Flensburg,seed-1015,seed-1015,T1-exact-id,0,
Greifsbloc,DE,Greifswald,seed-1016,seed-1016,T1-exact-id,0,
Griffwerk,DE,Stuttgart,seed-1017,seed-1017,T1-exact-id,0,
Grips Boulderhalle Greifswald,DE,Greifswald,seed-1018,seed-1018,T1-exact-id,0,
HotzenBlock,DE,Freiburg,seed-1019,seed-1019,T1-exact-id,0,
