name,country,suburb,repo_id,live_id,tier,dist_m,note
HotzenBlock Bouldering,DE,Freiburg,seed-1020,seed-1020,T1-exact-id,0,
KBA-Saar,DE,Saarbrücken,seed-1021,seed-1021,T1-exact-id,0,
Kletter-Boulderhalle Rosenheim,DE,"Rosenheim, Oberbayern",seed-1022,seed-1022,T1-exact-id,0,
Kletterarena Dresden,DE,Dresden,seed-1023,seed-1023,T1-exact-id,0,
KletterBar Hannover,DE,Hannover,seed-1024,seed-1024,T1-exact-id,0,
KletterBar Offenbach,DE,"Offenbach, Darmstadt",seed-1025,seed-1025,T1-exact-id,0,
Kletterbox Ravensburg,DE,"Ravensburg, Tübingen",seed-1026,seed-1026,T1-exact-id,0,
Kletterhalle Bernau,DE,"Bernau, Oberbayern",seed-1027,seed-1027,T1-exact-id,0,
Kletterhalle High-east,DE,"München, Oberbayern",seed-1028,seed-1028,T1-exact-id,0,
Kletterhalle Seltmans,DE,Schwaben,seed-1029,seed-1029,T1-exact-id,0,
Kletterhalle Willingen,DE,"Willingen, Kassel",seed-1030,seed-1030,T1-exact-id,0,
Kletterwelt Erzgebirge,DE,Pockau-Lengefeld,seed-1031,seed-1031,T1-exact-id,0,
Kletterwerk Radolfzell,DE,"Radolfzell, Freiburg",seed-1032,seed-1032,T1-exact-id,0,
KletterZ,DE,Oberbayern,seed-1033,seed-1033,T1-exact-id,0,
Kletterzentrum Chemnitz,DE,Chemnitz,seed-1034,seed-1034,T1-exact-id,0,
Kletterzentrum EXTREM,DE,Ludwigshafen,seed-1035,seed-1035,T1-exact-id,0,
Kletterzentrum Kassel Vertical World,DE,Kassel,seed-1036,seed-1036,T1-exact-id,0,
Kletterzentrum Nordhessen,DE,Kassel,seed-1037,seed-1037,T1-exact-id,0,
Kletterzentrum Saarbrücken,DE,Saarbrücken,seed-1038,seed-1038,T1-exact-id,0,
Kluntje Boulderhalle Aurich,DE,Aurich,seed-1039,seed-1039,T1-exact-id,0,
Kosmos,DE,Leipzig,seed-1040,seed-1040,T1-exact-id,0,
Kraftwerk,DE,Lüneburg,seed-1041,seed-1041,T1-exact-id,0,
Level 8,DE,Gießen,seed-1042,seed-1042,T1-exact-id,0,
Linie7,DE,Bremen,seed-1043,seed-1043,T1-exact-id,0,
LÖ bloc - die Boulderhalle,DE,Freiburg,seed-1044,seed-1044,T1-exact-id,0,
Magic Mountain,DE,Berlin,seed-1045,seed-1045,T1-exact-id,0,
Mandala Boulderhalle,DE,Dresden,seed-1046,seed-1046,T1-exact-id,0,
Monkeyspot Duisburg,DE,"Duisburg, Düsseldorf",seed-1047,seed-1047,T1-exact-id,0,
Monkeyspot Düsseldorf,DE,Düsseldorf,seed-1048,seed-1048,T1-exact-id,0,
Monolith Boulderhalle Münster,DE,Münster,seed-1049,seed-1049,T1-exact-id,0,
NORDBLOC,DE,Kiel,seed-1050,seed-1050,T1-exact-id,0,
Oldenbloc,DE,Oldenburg,seed-1051,seed-1051,T1-exact-id,0,
Ostbloc Boulderhalle,DE,Berlin,seed-1052,seed-1052,T1-exact-id,0,
Plan B Boulderhalle Jena,DE,Jena,seed-1053,seed-1053,T1-exact-id,0,
Roccadion,DE,Stuttgart,seed-1054,seed-1054,T1-exact-id,0,
rockerei,DE,Stuttgart,seed-1055,seed-1055,T1-exact-id,0,
Rockvibes,DE,Münster,seed-1056,seed-1056,T1-exact-id,0,
RoXx,DE,Göttingen,seed-1057,seed-1057,T1-exact-id,0,
Salon du Bloc,DE,Hamburg,seed-1058,seed-1058,T1-exact-id,0,
Sport Sheds,DE,"Augsburg, Schwaben",seed-1059,seed-1059,T1-exact-id,0,
Stuntwerk Köln,DE,Köln,seed-1060,seed-1060,T1-exact-id,0,
Südbloc,DE,Berlin,seed-1061,seed-1061,T1-exact-id,0,
Swoboda Alpin,DE,"Augsburg, Schwaben",seed-1062,seed-1062,T1-exact-id,0,
UNTERWEGS - DAV Kletterzentrum Bremen,DE,Bremen,seed-1063,seed-1063,T1-exact-id,0,
UP - Kletterzentrum,DE,Wardenburg,seed-1064,seed-1064,T1-exact-id,0,
UPJOY,DE,Freiburg,seed-1065,seed-1065,T1-exact-id,0,
urban apes Boulderquartier Hamburg,DE,Hamburg,seed-1066,seed-1066,T1-exact-id,0,
urban apes Kletterwerk Lübeck,DE,Lübeck,seed-1067,seed-1067,T1-exact-id,0,
Wiesbadener Nordwand,DE,"Wiesbaden, Darmstadt",seed-1068,seed-1068,T1-exact-id,0,
YOYO,DE,Heidenau,seed-1069,seed-1069,T1-exact-id,0,
[cityrock],DE,Stuttgart,seed-1070,seed-1070,T1-exact-id,0,
Arkose - Chevaleret,FR,Paris,seed-1071,seed-1071,T1-exact-id,0,
Arkose - Didot,FR,Paris,seed-1072,seed-1072,T1-exact-id,0,
Arkose - Montmartre,FR,Paris,seed-1073,seed-1073,T1-exact-id,0,
Arkose - Nation,FR,Paris,seed-1074,seed-1074,T1-exact-id,0,
Arkose - Strasbourg Saint Denis,FR,Paris,seed-1075,seed-1075,T1-exact-id,0,
Climbing District - Bastille,FR,Paris,seed-1076,seed-1076,T1-exact-id,0,
Climbing District - Batignolles,FR,Paris,seed-1077,seed-1077,T1-exact-id,0,
Climbing District - Buttes-Chaumont,FR,Paris,seed-1078,seed-1078,T1-exact-id,0,
Climbing District - Saint-Lazare,FR,Paris,seed-1079,seed-1079,T1-exact-id,0,
Climbing District - Sèvres-Lecourbe,FR,Paris,seed-1080,seed-1080,T1-exact-id,0,
Climb Up - Paris Porte d'Italie,FR,Paris,seed-1081,seed-1081,T1-exact-id,0,
Le 8 assure - Paris,FR,Paris,seed-1082,seed-1082,T1-exact-id,0,
Le Triangle - Paris,FR,Paris,seed-1083,seed-1083,T1-exact-id,0,
Climb Up - Lyon Confluence,FR,Lyon,seed-1084,seed-1084,T1-exact-id,0,
Climb Up - Lyon Gerland,FR,Lyon,seed-1085,seed-1085,T1-exact-id,0,
HAPIK - Lyon,FR,Lyon,seed-1086,seed-1086,T1-exact-id,0,
Hold'up escalade - Lyon,FR,Lyon,seed-1087,seed-1087,T1-exact-id,0,
MROC - Part-Dieu,FR,Lyon,seed-1088,seed-1088,T1-exact-id,0,
Altissimo - Marseille,FR,Marseille,seed-1089,seed-1089,T1-exact-id,0,
Arkose - Prado,FR,Marseille,seed-1090,seed-1090,T1-exact-id,0,
Bloc Session - BS.10 Marseille centre,FR,Marseille,seed-1091,seed-1091,T1-exact-id,0,
Boite A Grimpe - Marseille,FR,Marseille,seed-1092,seed-1092,T1-exact-id,0,
Climb Up - Marseille La Valentine,FR,Marseille,seed-1093,seed-1093,T1-exact-id,0,
Le mur de Luminy - Marseille,FR,Marseille,seed-1094,seed-1094,T1-exact-id,0,
Altissimo - Toulouse Montaudran,FR,Toulouse,seed-1095,seed-1095,T1-exact-id,0,
Altissimo - Toulouse Portet,FR,Toulouse,seed-1096,seed-1096,T1-exact-id,0,
Altissimo - Toulouse Saint Martin,FR,Toulouse,seed-1097,seed-1097,T1-exact-id,0,
Block'Out - Toulouse,FR,Toulouse,seed-1098,seed-1098,T1-exact-id,0,
SOLO Escalade - Toulouse,FR,Toulouse,seed-1099,seed-1099,T1-exact-id,0,
The Roof - Toulouse,FR,Toulouse,seed-1100,seed-1100,T1-exact-id,0,
Backa Boulder,SE,Göteborg,seed-1101,seed-1101,T1-exact-id,0,
Fysiken Klätterlabbet Centrum,SE,Göteborg,seed-1102,seed-1102,T1-exact-id,0,
Klätterdomen AB,SE,Göteborg,seed-1103,seed-1103,T1-exact-id,0,
Klätterfabriken High Sports,SE,Göteborg,seed-1104,seed-1104,T1-exact-id,0,
Bouldering Stockholm,SE,Stockholm,seed-1105,seed-1105,T1-exact-id,0,
Klätterverket Gasverket,SE,Stockholm,seed-1106,seed-1106,T1-exact-id,0,
Malmö Klätterklubb,SE,Malmö,seed-1107,seed-1107,T1-exact-id,0,
Be Boulder Amsterdam,NL,Amsterdam,seed-1108,seed-1108,T1-exact-id,0,
Beest Boulders - Amsterdam,NL,Amsterdam,seed-1109,seed-1109,T1-exact-id,0,
Beest Boulders - Het Lab Amsterdam,NL,Amsterdam,seed-1110,seed-1110,T1-exact-id,0,
Beta Boulders - Amsterdam,NL,Amsterdam,seed-1111,seed-1111,T1-exact-id,0,
Boulder - Amsterdam,NL,Amsterdam,seed-1112,seed-1112,T1-exact-id,0,
Klimmuur - Centraal Amsterdam,NL,Amsterdam,seed-1113,seed-1113,T1-exact-id,0,
Monk bouldergym - Amsterdam,NL,Amsterdam,seed-1114,seed-1114,T1-exact-id,0,
Mountain Network - Amsterdam,NL,Amsterdam,seed-1115,seed-1115,T1-exact-id,0,
Beest Boulders - Den Haag Centrum,NL,Den Haag,seed-1116,seed-1116,T1-exact-id,0,
Beest Boulders - Den Haag Hollands Spoor,NL,Den Haag,seed-1117,seed-1117,T1-exact-id,0,
Boulderhal de Campus - Den Haag,NL,Den Haag,seed-1118,seed-1118,T1-exact-id,0,
Boulderhal Nirvana - Scheveningen,NL,Den Haag,seed-1119,seed-1119,T1-exact-id,0,
Boulderhal Walhalla - Den Haag,NL,Den Haag,seed-1120,seed-1120,T1-exact-id,0,
De Klimmuur - Den Haag de Uithof,NL,Den Haag,seed-1121,seed-1121,T1-exact-id,0,
De Klimmuur - Den Haag Hollands Spoor,NL,Den Haag,seed-1122,seed-1122,T1-exact-id,0,
Boulderhal Energiehaven,NL,Utrecht,seed-1123,seed-1123,T1-exact-id,0,
Boulderhal Sterk Spoor,NL,Utrecht,seed-1124,seed-1124,T1-exact-id,0,
Boulderhal Sterk,NL,Utrecht,seed-1125,seed-1125,T1-exact-id,0,
Boulderhal Zuidhaven,NL,Utrecht,seed-1126,seed-1126,T1-exact-id,0,
Klimcentrum Neoliet,NL,Utrecht,seed-1127,seed-1127,T1-exact-id,0,
Klimmuur,NL,Utrecht,seed-1128,seed-1128,T1-exact-id,0,
Beest Boulders - Rotterdam,NL,Rotterdam,seed-1129,seed-1129,T1-exact-id,0,
Bolder Neoliet - Rotterdam,NL,Rotterdam,seed-1130,seed-1130,T1-exact-id,0,
De Klimmuur - Rotterdam,NL,Rotterdam,seed-1131,seed-1131,T1-exact-id,0,
Monk bouldergym - Rotterdam,NL,Rotterdam,seed-1132,seed-1132,T1-exact-id,0,
ASD Rambla Vertical,IT,Roma,seed-1133,seed-1133,T1-exact-id,0,
Climbing Side Rome,IT,Roma,seed-1134,seed-1134,T1-exact-id,0,
Monkey Island,IT,Roma,seed-1135,seed-1135,T1-exact-id,0,
Movimento Verticale Roma,IT,Roma,seed-1136,seed-1136,T1-exact-id,0,
Rock it Climbing Roma,IT,Roma,seed-1137,seed-1137,T1-exact-id,0,
Star Wall Climbing Park,IT,Roma,seed-1138,seed-1138,T1-exact-id,0,
Manga Climbing,IT,Milano,seed-1139,seed-1139,T1-exact-id,0,
Rockspot,IT,Milano,seed-1140,seed-1140,T1-exact-id,0,
Solid Climbing Club,IT,Milano,seed-1141,seed-1141,T1-exact-id,0,
Equilibrium Arrampicata Modena,IT,Modena,seed-1142,seed-1142,T1-exact-id,0,
Gekoclimb,IT,Modena,seed-1143,seed-1143,T1-exact-id,0,
Rock'n Fire climbing gym,IT,Modena,seed-1144,seed-1144,T1-exact-id,0,
A.S.D. Stone Monkey,IT,Firenze,seed-1145,seed-1145,T1-exact-id,0,
Climbing gym Mandela Forum,IT,Firenze,seed-1146,seed-1146,T1-exact-id,0,
Beest Boulders - Antwerp,BE,Antwerpen,seed-1147,seed-1147,T1-exact-id,0,
Boulderzaal The Island - Antwerpen,BE,Antwerpen,seed-1148,seed-1148,T1-exact-id,0,
Klimzaal Blok - Antwerpen,BE,Antwerpen,seed-1149,seed-1149,T1-exact-id,0,
Klimzaal Rising You - Antwerpen,BE,Antwerpen,seed-1150,seed-1150,T1-exact-id,0,
Klimzaal Wallstreet - Antwerpen,BE,Antwerpen,seed-1151,seed-1151,T1-exact-id,0,
Klimzaal Balance - Gent,BE,Gent,seed-1152,seed-1152,T1-exact-id,0,
Klimzaal Bleau - Gent,BE,Gent,seed-1153,seed-1153,T1-exact-id,0,
Rhino Boulder Gym - Gent,BE,Gent,seed-1154,seed-1154,T1-exact-id,0,
Walden Bouldering - Gent,BE,Gent,seed-1155,seed-1155,T1-exact-id,0,
Geckotank - Liège,BE,Liège,seed-1156,seed-1156,T1-exact-id,0,
L'Éléphant - Liège,BE,Liège,seed-1157,seed-1157,T1-exact-id,0,
Top Rock - Liège,BE,Liège,seed-1158,seed-1158,T1-exact-id,0,
Arkose Canal - Bruxelles,BE,Bruxelles,seed-1159,seed-1159,T1-exact-id,0,
Terres Neuves,BE,Bruxelles,seed-1160,seed-1160,T1-exact-id,0,
9 Climbing Gym,KR,"Jung-gu, Ulsan",seed-1161,seed-1161,T1-exact-id,0,
Awesome Climbing,KR,Yangsan-si,seed-1162,seed-1162,T1-exact-id,0,
Ayers Rock Climbing Gym,KR,"Songpa-gu, Seoul",seed-1163,seed-1163,T1-exact-id,0,
B.bloc Climbing Songdo,KR,"Yeonsu-gu, Incheon",seed-1164,seed-1164,T1-exact-id,0,
Big Climbing Gym,KR,Jinju-si,seed-1165,seed-1165,T1-exact-id,0,
Bros Climbing,KR,"Busanjin-gu, Busan",seed-1166,seed-1166,T1-exact-id,0,
Cl!mben Climbing Company,KR,"Dong-gu, Gwangju",seed-1167,seed-1167,T1-exact-id,0,
Climb Works,KR,"Yeongdeungpo-gu, Seoul",seed-1168,seed-1168,T1-exact-id,0,
Climbing Park,KR,"Gangnam-gu, Seoul",seed-1169,seed-1169,T1-exact-id,0,
Club Spider Sasang,KR,"Sasang-gu, Busan",seed-1170,seed-1170,T1-exact-id,0,
Do Climbing Gimhae,KR,Gimhae-si,seed-1171,seed-1171,T1-exact-id,0,
Do Climbing Kyungsung/Pukyong National University,KR,"Nam-gu, Busan",seed-1172,seed-1172,T1-exact-id,0,
Do Climbing: Sasang,KR,"Sasang-gu, Busan",seed-1173,seed-1173,T1-exact-id,0,
Gate 1 Climbing,KR,"Seocho-gu, Seoul",seed-1174,seed-1174,T1-exact-id,0,
Grabit,KR,"Gwangsan-gu, Gwangju",seed-1175,seed-1175,T1-exact-id,0,
Handwerk Climbing,KR,"Buk-gu, Gwangju",seed-1176,seed-1176,T1-exact-id,0,
Hong Jong-Yeol Climbing,KR,Pyeongtaek-si,seed-1177,seed-1177,T1-exact-id,0,
Jaws Climbing,KR,"Dongnae-gu, Busan",seed-1178,seed-1178,T1-exact-id,0,
King Kong Climbing,KR,"Paldal-gu, Suwon",seed-1179,seed-1179,T1-exact-id,0,
Monster Climbing Gym,KR,"Dalseo-gu, Daegu",seed-1180,seed-1180,T1-exact-id,0,
Monta Rex,KR,Suncheon-si,seed-1181,seed-1181,T1-exact-id,0,
Mountain Star,KR,Guri-si,seed-1182,seed-1182,T1-exact-id,0,
Reverse Rock,KR,"Gijang-gun, Busan",seed-1183,seed-1183,T1-exact-id,0,
Rock Odyssey Dong-eui University,KR,"Busanjin-gu, Busan",seed-1184,seed-1184,T1-exact-id,0,
Rock Odyssey Dongnae,KR,"Dongnae-gu, Busan",seed-1185,seed-1185,T1-exact-id,0,
Rock Odyssey Hadan,KR,"Saha-gu, Busan",seed-1186,seed-1186,T1-exact-id,0,
Rock Tree,KR,Asan-si,seed-1187,seed-1187,T1-exact-id,0,
Route Climbing Gym,KR,"Songpa-gu, Seoul",seed-1188,seed-1188,T1-exact-id,0,
Son Sang Won Climbing Gym,KR,"Bundang-gu, Seongnam-si",seed-1189,seed-1189,T1-exact-id,0,
Tarzan101,KR,"Gangnam-gu, Seoul",seed-1190,seed-1190,T1-exact-id,0,
The Climb Hongdae,KR,"Mapo-gu, Seoul",seed-1191,seed-1191,T1-exact-id,0,
The Climb Ilsan,KR,Goyang-si,seed-1192,seed-1192,T1-exact-id,0,
Twin Climbing Center,KR,Pyeongtaek-si,seed-1193,seed-1193,T1-exact-id,0,
Waverock Gwangan,KR,"Suyeong-gu, Busan",seed-1194,seed-1194,T1-exact-id,0,
Waverock Namcheon,KR,"Suyeong-gu, Busan",seed-1195,seed-1195,T1-exact-id,0,
Waverock Pusan National University,KR,"Geumjeong-gu, Busan",seed-1196,seed-1196,T1-exact-id,0,
Waverock Seomyeon,KR,"Busanjin-gu, Busan",seed-1197,seed-1197,T1-exact-id,0,
Santa Climbing Gym,KR,"Dongdaemun-gu, Seoul",seed-1198,seed-1198,T1-exact-id,0,
PEAKERS Jongno,KR,"Jongno-gu, Seoul",seed-1199,seed-1199,T1-exact-id,0,
SEOULBOULDERS Climbing Company,KR,"Yeongdeungpo-gu, Seoul",seed-1200,seed-1200,T1-exact-id,0,
Boulder Friends Climbing Hongdae,KR,"Mapo-gu, Seoul",seed-1201,seed-1201,T1-exact-id,0,
Gangdong Climbing Gym,KR,"Gangdong-gu, Seoul",seed-1202,seed-1202,T1-exact-id,0,
Buddy Climbing Gym,KR,"Guro-gu, Seoul",seed-1203,seed-1203,T1-exact-id,0,
Sunnyside Climbing Center,KR,"Eunpyeong-gu, Seoul",seed-1204,seed-1204,T1-exact-id,0,
Kwon Young-se Climbing Center,KR,"Jung-gu, Seoul",seed-1205,seed-1205,T1-exact-id,0,
Noryangjin Climbing Center,KR,"Dongjak-gu, Seoul",seed-1206,seed-1206,T1-exact-id,0,
Daejeon Climbing Center,KR,"Seo-gu, Daejeon",seed-1207,seed-1207,T1-exact-id,0,
Climbing Gym Lead Yuseong,KR,"Yuseong-gu, Daejeon",seed-1208,seed-1208,T1-exact-id,0,
Awake Climbing Timeworld,KR,"Seo-gu, Daejeon",seed-1209,seed-1209,T1-exact-id,0,
Base Camp Boulder Spot Dunsan,KR,"Seo-gu, Daejeon",seed-1210,seed-1210,T1-exact-id,0,
The Pass Climbing Samdo,KR,Jeju-si,seed-1211,seed-1211,T1-exact-id,0,
Fix Boulder,KR,Jeju-si,seed-1212,seed-1212,T1-exact-id,0,
Jeju Move Zone,KR,Jeju-si,seed-1213,seed-1213,T1-exact-id,0,
Jeju Climbing School,KR,Jeju-si,seed-1214,seed-1214,T1-exact-id,0,
Discovery Climbing Square ICN,KR,"Seo-gu, Incheon",seed-1215,seed-1215,T1-exact-id,0,
B.bloc Climbing Yeongjong,KR,"Jung-gu, Incheon",seed-1216,seed-1216,T1-exact-id,0,
Incheon Gyeyang Climbing Center,KR,"Gyeyang-gu, Incheon",seed-1217,seed-1217,T1-exact-id,0,
Dino Cat Climbing Gym,KR,"Dong-gu, Daegu",seed-1218,seed-1218,T1-exact-id,0,
Newbie Climbing,KR,"Dong-gu, Daegu",seed-1219,seed-1219,T1-exact-id,0,
Daegu Power Climbing Center,KR,"Susung-gu, Daegu",seed-1220,seed-1220,T1-exact-id,0,
Dongseong-ro Climbing Gym,KR,"Jung-gu, Daegu",seed-1221,seed-1221,T1-exact-id,0,
Chuncheon Climbing Center (춘천클라이밍센터),KR,"Chuncheon, Gangwon-do",seed-1222,seed-1222,T1-exact-id,0,
Climb House (클라임 하우스),KR,"Chuncheon, Gangwon-do",seed-1223,seed-1223,T1-exact-id,0,
Climb Together (클라임 투게더),KR,"Wonju, Gangwon-do",seed-1224,seed-1224,T1-exact-id,0,
I'm Not Boulder (아임낫 볼더),KR,"Sokcho, Gangwon-do",seed-1225,seed-1225,T1-exact-id,0,
Gangneung Climbing (강릉클라이밍),KR,"Gangneung, Gangwon-do",seed-1226,seed-1226,T1-exact-id,0,
